Date,Max_Temperature,Avg_Temperature,Min_Temperature,Max_Dew_Point,Avg_Dew_Point,Min_Dew_Point,Max_Humidity,Avg_Humidity,Min_Humidity,Max_Wind_Speed,Avg_Wind_Speed,Min_Wind_Speed,Max_Pressure,Avg_Pressure,Min_Pressure,Total_Precipitation
2/11/2017,24,17.7,10,3,2,-1,62,36.9,19,11,3.3,0,972.7,971.2,968.9,0
2/12/2017,23,18,13,9,5.5,2,72,46.1,27,17,5,0,976.5,974.3,971.8,0
2/13/2017,26,18.6,11,8,3.9,-1,76,41.8,18,9,2.4,0,978.5,976.2,974.6,0
2/14/2017,27,19.9,10,7,1.7,-4,76,34.6,13,6,1.9,0,978.5,976.3,974.6,0
2/15/2017,28,21.3,12,7,2.9,-3,63,34.5,13,9,2.8,0,978.5,975.7,973.7,0
2/16/2017,30,22.7,14,8,4.1,-1,67,33.5,13,17,4.4,0,975.6,973.3,970.8,0
2/17/2017,31,23.2,15,10,5.1,-2,68,35.5,12,9,2.2,0,974.6,949.5,0,0
2/18/2017,32,24,15,10,8.3,5,72,39.6,18,13,3.4,0,974.6,972.1,969.9,0
2/19/2017,33,25.7,17,11,7.1,3,63,33,15,22,5.1,0,972.7,968.4,963.2,0
2/20/2017,31,24.2,18,8,5,2,49,29.9,18,35,9.2,0,965.1,962.4,960.3,0
2/21/2017,27,20.9,13,7,-0.2,-8,59,28.1,10,22,4.9,0,968,964.2,961.3,0
2/22/2017,27,20.9,13,5,-3.3,-14,51,24.5,6,15,3.7,0,968.9,967.8,965.1,0
2/23/2017,27,21.4,13,2,-3.9,-9,47,21,9,17,5.5,0,971.8,970.8,968,0
2/24/2017,27,20.2,12,4,-4.4,-94,54,24.5,0,15,4,0,974.6,972.4,970.8,0
2/25/2017,30,22.9,14,4,-1.1,-8,41,23.1,8,20,5.1,0,973.7,969.8,967,0
2/26/2017,28,21.9,14,6,-0.6,-9,51,25.5,8,15,3.4,0,970.8,968.5,967,0
2/27/2017,31,23.6,14,4,1.4,-3,44,25.3,11,13,7,0,971.8,969.6,968,0
2/28/2017,33,27.3,18,6,3.1,-1,42,22.7,12,15,8.1,0,971.8,968.7,966,0
3/1/2017,32,26.1,20,12,7.6,3,53,33,17,15,8.2,0,969.9,967.6,966,0
3/2/2017,29,22.4,19,15,12.1,7,73,53.4,33,20,12.2,0,969.9,966.5,964.1,0
3/3/2017,28,22.4,17,7,3.6,1,52,30.6,18,37,10.4,0,968.9,965.7,964.1,0
3/4/2017,28,22.1,16,9,1.2,-3,59,27.7,15,13,6.2,0,968,965.8,964.1,0
3/5/2017,28,22.4,14,6,1.8,-3,55,28.7,13,19,6.5,0,968.9,966.7,965.1,0
3/6/2017,30,23.5,14,6,0.7,-5,59,25.6,10,19,6.1,0,968.9,966,963.2,0
3/7/2017,30,24.7,17,5,1.4,-2,42,23,12,19,11,0,967,963.8,962.2,0
3/8/2017,30,23.8,18,10,6.7,3,59,34.9,22,24,8.2,0,965.1,963.1,961.3,0
3/9/2017,28,22,16,16,10.7,6,94,53.3,26,20,9.2,0,965.1,962.5,960.3,0
3/10/2017,22,17.2,13,16,13.4,10,100,80.2,49,39,12.5,0,971.8,962.2,959.4,0
3/11/2017,24,18.7,12,14,2.6,-7,100,43.3,14,15,7.2,0,967,965.3,963.2,0
3/12/2017,25,19.4,11,7,0.8,-8,62,32.5,11,15,7.3,0,970.8,969.3,967,0
3/13/2017,26,20.4,12,5,1.4,-4,58,31.1,14,15,6.8,0,971.8,969.4,968,0
3/14/2017,27,21.8,15,5,2,-4,51,28.8,13,19,6.9,0,972.7,970.9,969.9,0
3/15/2017,30,23.7,17,5,2.7,-2,45,27.1,12,13,5.1,0,971.8,969.2,967,0
3/16/2017,31,25.4,17,9,2.5,-4,52,25.4,10,76,10.2,0,968.9,966.9,965.1,0
3/17/2017,30,24.6,18,10,5.1,1,56,30.6,15,17,6.7,0,968.9,966.2,964.1,0
3/18/2017,31,23.4,0,14,9,0,73,42,0,30,11.9,0,968.9,965.9,963.2,0
3/19/2017,30,23.4,18,15,12.6,8,78,53.3,27,17,7,0,968.9,967.6,966,0
3/20/2017,32,25.2,18,16,5.3,-4,73,32.5,10,17,3.7,0,970.8,968.6,967,0
3/21/2017,34,27.1,18,10,5,0,49,26.6,11,13,3.5,0,970.8,968.8,967,0
3/22/2017,36,29.6,20,9,5.7,2,46,23.9,12,15,4.1,0,969.9,966.9,965.1,0
3/23/2017,36,31.5,27,7,5.4,3,28,19.9,13,19,9.4,0,968,966,964.1,0
3/24/2017,35,29.7,22,14,8,5,44,26.8,15,19,7.5,0,968,966.3,964.1,0
3/25/2017,36,29.5,22,8,6,3,41,23.9,14,17,4.3,0,968.9,967,964.1,0
3/26/2017,37,30.9,22,11,6.8,5,44,23.5,14,15,4.4,0,970.8,967.9,966,0
3/27/2017,39,32.2,22,11,6.6,2,43,22.4,10,20,5.6,0,968.9,967.1,965.1,0
3/28/2017,41,33.6,25,13,3.9,-2,47,17.9,7,20,7.7,0,968.9,921.9,0,0
3/29/2017,40,33.2,25,11,2.5,-8,41,16.8,5,20,8.4,0,967,964.8,962.2,0
3/30/2017,40,33.5,24,13,0.6,-7,47,15.3,6,26,9.2,0,967,964.7,962.2,0
3/31/2017,39,33.5,24,6,0.5,-4,29,13.3,6,19,10.1,0,968,965.8,963.2,0
4/1/2017,39,33.5,25,7,1.7,-1,22,14,8,17,8.7,0,966,963.1,961.3,0
4/2/2017,39,33.1,25,9,4.4,-2,32,17.9,8,17,5.9,0,964.1,961.8,959.4,0
4/3/2017,39,33.5,25,9,5.8,3,34,18.6,11,30,9.4,0,965.1,962.2,960.3,0
4/4/2017,38,32.1,26,10,8.3,7,36,23.9,15,33,10.4,0,971.8,963.1,960.3,0
4/5/2017,39,33.7,26,13,7.3,-1,37,21.1,9,28,18.1,13,964.1,959.7,957.5,0
4/6/2017,36,30.9,25,15,2.8,-8,45,18.5,10,33,19.4,0,962.2,960.7,958.4,0
4/7/2017,33,29,22,-2,-10.1,-15,17,7.7,4,19,8.3,0,966,964.5,962.2,0
4/8/2017,34,28.7,21,-1,-10.2,-18,19,8.1,3,19,6.2,0,968.9,967.3,965.1,0
4/9/2017,33,28.3,21,-1,-8.5,-21,19,9.8,2,19,10.1,4,969.9,967.6,966,0
4/10/2017,35,28.6,20,3,-3.4,-8,29,13.7,6,22,6.9,0,968.9,966.2,964.1,0
4/11/2017,38,30.7,22,5,-2,-9,28,14.2,5,19,7.3,0,968,964.8,963.2,0
4/12/2017,40,32.8,23,9,-0.3,-9,33,15,5,19,6.2,0,966,963.9,962.2,0
4/13/2017,40,33.5,23,4,-1.9,-6,29,11.4,5,15,5.8,0,966,963.4,961.3,0
4/14/2017,42,34.1,25,7,0.1,-9,25,13.7,4,19,4.7,0,964.1,961.5,959.4,0
4/15/2017,42,35.6,26,8,-1.1,-10,30,11.6,4,20,9.6,0,968,960.3,957.5,0
4/16/2017,43,35.3,28,7,-1.3,-9,23,10.9,4,17,6.8,0,963.2,961.1,959.4,0
4/17/2017,43,35,0,7,1.9,-3,20,12.2,0,22,11.2,0,964.1,937.4,0,0
4/18/2017,42,35.7,29,9,3.4,-5,25,14.6,5,20,10,0,964.1,961.7,959.4,0
4/19/2017,41,36,29,10,3.3,-3,27,14.3,6,17,9.6,0,962.2,959.5,957.5,0
4/20/2017,42,36.4,29,13,7.8,4,35,18.4,10,22,11.3,0,960.3,957.9,955.5,0
4/21/2017,43,35.9,29,10,5.3,1,29,16.1,7,26,17.7,11,960.3,958.8,956.5,0
4/22/2017,40,34.7,30,10,5.1,1,29,16.9,9,22,14.7,9,962.2,960.2,958.4,0
4/23/2017,38,33.5,28,10,7.8,6,30,20.8,15,24,14.4,6,963.2,960.5,958.4,0
4/24/2017,37,32.5,27,16,8.1,1,34,22.4,14,19,11.9,6,964.1,962,960.3,0
4/25/2017,37,29.6,24,15,10.4,2,47,31.9,15,28,13.3,0,965.1,962.6,960.3,0
4/26/2017,37,29.9,22,15,6.7,-3,61,26.9,8,22,10.3,0,965.1,963.2,961.3,0
4/27/2017,39,32.2,24,8,3.1,-8,34,18.4,5,22,11.8,4,966,963.9,961.3,0
4/28/2017,40,33.5,25,15,5,-1,34,18.6,8,26,12.9,2,965.1,937.1,0,0
4/29/2017,37,32.5,27,10,7.1,4,30,20.9,13,26,11,0,965.1,962.8,961.3,0
4/30/2017,39,34,27,11,4.5,-5,32,17.6,6,56,11.7,0,964.1,962.2,960.3,0
5/1/2017,38,33.3,27,11,-3.3,-17,33,12.3,2,176,15.8,0,966,964.6,963.2,0
5/2/2017,40,33.6,0,8,-1.6,-7,25,11,0,17,7.3,0,968,964.8,963.2,0
5/3/2017,40,34.6,29,11,6.7,2,33,19,9,22,8.6,0,965.1,963.5,961.3,0
5/4/2017,39,34.3,28,10,4.8,1,30,16.9,9,20,7.6,0,967,964.8,963.2,0
5/5/2017,40,36.4,31,9,4.1,1,25,14.4,9,20,8.8,0,966,963.1,961.3,0
5/6/2017,43,37.1,31,9,5.2,0,22,14.8,7,19,8,0,966,963.1,961.3,0
5/7/2017,44,37.6,31,95,6.6,-2,24,13.4,0,46,17.1,0,965.1,962.7,960.3,0
5/8/2017,43,35.6,31,15,7.9,3,36,19.3,9,33,14.2,6,965.1,962.5,959.4,0
5/9/2017,43,36.5,30,11,6.4,2,29,17.1,8,31,13.8,0,962.2,960.1,957.5,0
5/10/2017,43,37.2,29,12,7.3,3,35,17.2,9,37,12.9,0,963.2,961.3,959.4,0
5/11/2017,41,35.2,29,13,9.2,5,35,21.3,12,26,8,0,964.1,962.5,960.3,0
5/12/2017,41,36.2,29,13,9.2,4,35,20.7,10,20,7.9,0,965.1,962.6,960.3,0
5/13/2017,42,38.1,30,13,7.6,4,35,16.3,10,19,8.1,0,964.1,960.8,958.4,0
5/14/2017,43,36.3,0,9,6.2,0,24,15.2,0,30,16.7,9,961.3,937.5,0,0
5/15/2017,42,35.7,0,15,7.3,0,30,17.2,0,30,17.8,4,960.3,934.6,0,0
5/16/2017,40,34.6,27,13,9.2,6,42,22.4,14,26,12.4,4,960.3,933.3,0,0
5/17/2017,38,34.5,27,13,10.7,8,39,24.1,16,20,11.1,0,960.3,959,957.5,0
5/18/2017,40,34.4,26,19,11.6,8,61,27.4,15,30,10.9,0,962.2,959.8,957.5,0
5/19/2017,41,32.5,27,19,12.6,9,61,30.8,17,35,14.8,0,962.2,961,958.4,0
5/20/2017,40,34.6,29,15,11.4,9,37,25.4,15,15,6.6,0,962.2,958.5,955.5,0
5/21/2017,40,31.3,23,19,13.3,8,69,37.1,14,37,18,7,964.1,959.5,955.5,0
5/22/2017,36,30.7,22,17,13.4,10,73,36.7,22,22,8.7,0,963.2,961.8,960.3,0
5/23/2017,39,33.3,28,19,15.3,6,55,35.3,18,17,7.1,0,964.1,961,958.4,0
5/24/2017,40,32.6,27,18,14.5,10,54,34.3,21,37,13.7,0,961.3,959.5,957.5,0
5/25/2017,41,35.8,27,16,13.5,9,51,27.4,14,20,9.2,0,960.3,958.4,955.5,0
5/26/2017,44,38.7,30,18,12.5,7,43,22.4,11,24,14.3,0,959.4,956.3,953.6,0
5/27/2017,44,38.4,32,17,10.1,0,40,20.9,7,26,14.8,0,957.5,955.6,953.6,0
5/28/2017,43,36.1,25,19,13.7,8,69,27.8,15,50,14.7,0,959.4,955,951.7,0
5/29/2017,36,28.7,0,22,19.8,0,94,57.5,0,35,13.6,0,960.3,956.2,953.6,0
5/30/2017,39,33.9,27,22,18.7,16,74,42,26,19,11.6,4,957.5,954.1,951.7,0
5/31/2017,35,28.3,23,23,21.2,19,100,66.8,44,37,16.7,0,959.4,956.2,952.7,0
6/1/2017,31,26.6,23,24,20.8,18,100,71.3,49,26,7.1,0,961.3,959.4,957.5,0
6/2/2017,39,33.8,25,24,20.3,17,94,47.2,27,13,3.8,0,961.3,959.2,957.5,0
6/3/2017,43,37.4,30,22,13.5,7,62,26,12,20,13.2,0,959.4,957.1,954.6,0
6/4/2017,43,37.4,30,21,17.1,12,51,31.8,16,26,15.2,9,959.4,957.3,955.5,0
6/5/2017,42,37.2,33,21,18.4,9,49,34.3,15,167,23.7,13,959.4,957.2,954.6,0
6/6/2017,40,34.1,0,20,17.5,0,52,34.4,0,31,16.8,6,961.3,935,0,0
6/7/2017,36,32.7,29,22,20.5,19,66,49.4,37,30,15.5,0,963.2,960.7,958.4,0
6/8/2017,36,31.4,0,22,17.7,0,78,44.2,0,20,14.1,7,961.3,933.5,0,0
6/9/2017,37,31,24,23,20.2,17,94,55.4,30,22,7.7,0,961.3,958.4,955.5,0
6/10/2017,39,32.9,25,23,16.4,10,74,39.7,20,31,11.1,0,959.4,928.5,0,0
6/11/2017,38,33.2,27,18,13.9,8,58,32.5,17,19,7,0,959.4,957,954.6,0
6/12/2017,38,33.3,27,19,14.1,9,61,32.4,17,33,14.1,0,958.4,956.4,953.6,0
6/13/2017,38,32.9,21,21,16.3,9,88,38.5,18,33,14.8,0,958.4,956.6,954.6,0
6/14/2017,41,34.4,29,20,16.3,13,55,34.9,20,26,16.7,0,960.3,958.6,955.5,0
6/15/2017,39,31.7,0,22,19.1,0,83,47.3,0,22,8,0,962.2,958,954.6,0
6/16/2017,38,31.7,0,20,17.7,0,58,42,0,31,13.9,0,959.4,957.5,954.6,0
6/17/2017,38,32.4,29,21,18.9,15,58,45.7,25,26,9.7,0,958.4,957.3,955.5,0
6/18/2017,38,35,30,21,19,17,55,39.3,29,26,16.9,0,958.4,956.3,954.6,0
6/19/2017,40,35,30,21,19.4,17,58,40.7,27,28,15.8,0,956.5,954.7,951.7,0
6/20/2017,38,34.4,26,21,19,17,69,41.1,29,26,16.1,0,957.5,925.3,0,0
6/21/2017,35,31.7,26,29,17.8,16,69,42.2,0,28,11,0,957.5,956.1,952.7,0
6/22/2017,33,27.5,0,21,18.7,0,88,58.1,0,19,9.5,0,961.3,932.3,0,0
6/23/2017,36,30.5,0,22,20,0,70,51.9,0,19,8.2,0,975.6,957.7,955.5,0
6/24/2017,38,34.1,28,24,20.2,16,70,45.4,27,13,5.5,0,956.5,954.6,951.7,0
6/25/2017,40,35.5,31,29,20.3,17,79,42.5,26,20,3.8,0,955.5,928.5,0,0
6/26/2017,39,34,29,25,22.5,20,74,52.1,33,20,9.1,0,956.5,955,951.7,0
6/27/2017,38,30,0,25,22.8,0,89,65.9,0,33,11.2,0,957.5,933.3,0,0
6/28/2017,33,26.8,0,27,23.6,0,100,79.4,0,20,10.3,0,957.5,849.7,0,0
6/29/2017,32,27.1,0,26,25,0,100,86.6,0,15,6.3,0,957.5,933.1,0,0
6/30/2017,35,31.4,27,27,24.1,22,100,67,47,26,11.1,0,954.6,953.1,950.8,0
7/1/2017,33,29.4,27,26,25.1,24,89,78.2,59,15,6.8,0,954.6,952.8,950.8,0
7/2/2017,34,29.8,27,25,24.7,23,89,74.7,52,22,6.6,0,955.5,954,951.7,0
7/3/2017,34,31,27,25,24.4,20,89,68.8,49,22,14.6,0,956.5,954.8,952.7,0
7/4/2017,35,30.9,28,24,22.8,22,79,62.4,47,30,20.3,9,956.5,954.7,952.7,0
7/5/2017,34,31.1,27,23,20.8,20,79,55.3,44,30,20.6,11,957.5,955.8,954.6,0
7/6/2017,36,31.7,27,23,20.5,19,74,52.4,39,26,18.1,13,958.4,956.8,954.6,0
7/7/2017,36,32.2,27,22,20.3,19,70,50,37,22,15.2,9,960.3,958.3,956.5,0
7/8/2017,37,33.7,29,22,20.4,19,62,46.4,35,20,14.6,7,960.3,957.8,955.5,0
7/9/2017,37,34.2,30,21,19.7,19,52,42.7,35,20,15.5,11,959.4,893.8,2.9,0
7/10/2017,37,32.1,0,21,18.7,0,58,43.5,0,26,20.3,15,959.4,929.5,0,0
7/11/2017,36,32.4,28,24,19.7,18,74,47.8,36,26,15,0,959.4,957.5,955.5,0
7/12/2017,33,29.8,27,25,23.2,21,89,68.1,52,15,8.4,0,959.4,957.9,956.5,0
7/13/2017,35,30.6,27,25,23.5,22,89,66.1,47,22,10.5,2,958.4,934.1,0,0
7/14/2017,34,30.2,0,24,22.9,0,79,63.3,0,30,15.4,7,957.5,934.1,0,0
7/15/2017,37,31.3,27,27,24.4,21,94,69.5,39,22,11.4,0,957.5,955.8,952.7,0
7/16/2017,33,29,26,27,26.1,23,94,85,59,17,5.6,0,957.5,956.2,954.6,0
7/17/2017,34,29.4,26,27,25.9,25,94,81.7,59,15,2.3,0,957.5,956.3,954.6,0
7/18/2017,34,30.1,28,27,25.4,17,94,76.5,48,15,4.3,0,958.4,956.7,954.6,0
7/19/2017,36,31.1,28,26,25,23,89,70.5,50,15,3,0,957.5,955.1,951.7,0
7/20/2017,34,30.4,26,26,24.9,24,94,73,56,26,10.2,0,955.5,929.9,0,0
7/21/2017,33,28.4,26,26,24.8,24,94,81.4,59,22,9.3,0,955.5,953.8,951.7,0
7/22/2017,30,27.2,26,27,25.7,25,100,91.8,74,30,13.6,6,954.6,931.9,0,0
7/23/2017,29,26.5,26,27,26.1,25,100,97.9,89,17,8.4,7,953.6,952.5,950.8,0
7/24/2017,30,25.1,0,27,23.8,0,100,88.2,0,17,9.3,0,953.6,952.6,950.8,0
7/25/2017,28,26.8,24,25,24.2,23,100,85.9,74,22,10.2,0,954.6,953.7,951.7,0
7/26/2017,32,29.3,26,26,24.8,23,100,77.2,59,20,12.4,0,957.5,956,953.6,0
7/27/2017,34,30.3,20,25,24,23,94,66.7,0,19,10.9,0,958.4,957.2,955.5,0
7/28/2017,32,28.3,26,27,25,23,94,82.6,62,20,13.5,0,958.4,956.7,954.6,0
7/29/2017,27,26,25,27,25.9,25,100,99.4,94,20,12.4,0,959.4,933.6,0,0
7/30/2017,27,26.3,25,27,25.6,25,100,95.9,89,20,10.6,6,960.3,958.8,957.5,0
7/31/2017,29,26.9,26,26,25.2,15,100,91.2,51,19,9.7,0,962.2,959.2,957.5,0
8/1/2017,30,27,0,26,24.4,0,100,83.5,0,20,13.6,4,960.3,959.2,957.5,0
8/2/2017,30,27.5,25,25,24,23,94,81.5,66,22,12.8,0,960.3,935.7,0,0
8/3/2017,31,27.5,24,25,23.4,22,100,79.4,58,20,15.2,9,958.4,933.8,0,0
8/4/2017,31,28.1,25,24,22.6,21,94,72.7,55,22,12.9,6,957.5,955.5,953.6,0
8/5/2017,32,29.6,25,24,22.4,21,89,65.6,52,17,10.1,0,958.4,957.3,955.5,0
8/6/2017,33,30.6,28,25,23.1,22,84,64.8,52,15,4.6,0,960.3,958.3,956.5,0
8/7/2017,32,28.8,26,27,24.7,23,100,79.6,59,15,8.3,0,960.3,959.2,957.5,0
8/8/2017,31,27.5,0,27,25.4,0,100,86.4,0,15,9.1,0,960.3,958.8,957.5,0
8/9/2017,30,27.2,25,26,25,23,100,87.7,74,20,13.4,4,960.3,958.2,956.5,0
8/10/2017,31,27.3,0,26,24.2,0,100,80.9,0,22,15.4,7,959.4,931,0,0
8/11/2017,32,28.7,26,43,24.3,23,100,72.8,0,28,21.2,13,958.4,957.6,956.5,0
8/12/2017,31,28.1,26,24,23.5,23,89,76.7,62,28,20.1,0,959.4,957.5,955.5,0
8/13/2017,32,28.4,26,24,23,22,89,73.3,55,20,15.4,2,961.3,959.6,957.5,0
8/14/2017,31,28,25,25,22.9,21,100,74.2,55,19,13.1,4,963.2,938.9,0,0
8/15/2017,34,29.6,26,24,22.7,21,83,66.7,52,24,14.6,7,962.2,914.4,0,0
8/16/2017,35,30.8,26,24,22.9,21,78,63.4,49,26,17.9,2,961.3,933.5,0,0
8/17/2017,35,30.6,26,23,22.4,21,78,62.6,44,20,14.7,4,959.4,957.8,956.5,0
8/18/2017,35,31.1,27,24,21.8,20,74,58.6,41,24,8.8,0,959.4,957.8,955.5,0
8/19/2017,35,30.8,27,26,23.8,22,94,66.8,52,22,13.1,4,960.3,959,957.5,0
8/20/2017,35,31,27,26,24.3,22,94,68.7,47,20,15.4,9,960.3,958.4,955.5,0
8/21/2017,36,31.4,28,25,23.8,22,84,65.1,44,19,13.6,7,959.4,957.3,954.6,0
8/22/2017,35,30,28,25,24.4,24,84,72.6,53,22,5.1,0,959.4,957.9,955.5,0
8/23/2017,34,27.4,0,26,23.7,0,100,79.1,0,28,9.6,0,961.3,959.8,958.4,0
8/24/2017,33,29.4,26,26,24.7,22,100,76.2,63,11,8.4,4,961.3,959.1,956.5,0
8/25/2017,29,26.4,24,26,24.6,21,100,90.1,74,17,8.2,0,961.3,957.9,955.5,0
8/26/2017,33,28.4,25,26,24.5,23,100,79.8,62,19,4.1,0,958.4,956.6,954.6,0
8/27/2017,33,29.4,26,26,24.7,23,100,77.2,55,15,7.5,0,957.5,956.7,954.6,0
8/28/2017,32,28.3,26,26,25.3,23,100,84.5,62,22,14.2,0,958.4,956.5,954.6,0
8/29/2017,31,27.4,0,27,24.8,0,100,84.2,0,33,19.2,11,957.5,933.9,0,0
8/30/2017,32,27.8,25,26,25.4,24,100,87.7,66,20,13.2,0,959.4,957.8,955.5,0
8/31/2017,31,27.7,25,27,24.5,23,100,83.6,66,20,12.8,0,961.3,959.8,957.5,0
9/1/2017,30,27.1,24,25,23,21,100,79.2,58,117,16.1,2,962.2,960.7,958.4,0
9/2/2017,31,26.8,23,25,23.2,22,100,82.1,58,17,9.9,0,962.2,960.7,958.4,0
9/3/2017,31,27.2,24,25,23.8,23,94,82.4,62,15,7.3,0,962.2,961.6,960.3,0
9/4/2017,34,29.3,25,24,22.8,22,94,69.1,49,19,10.7,2,965.1,962.7,960.3,0
9/5/2017,33,29.8,26,23,21.6,21,83,62.1,49,19,12.3,4,965.1,962.7,960.3,0
9/6/2017,33,28.1,26,25,22.8,19,94,74.7,43,15,3.7,0,964.1,962.5,960.3,0
9/7/2017,34,28.5,26,24,22.5,21,89,71.3,46,17,3,0,965.1,941.9,0,0
9/8/2017,35,30,0,23,20.9,0,83,56.7,0,13,4.7,0,965.1,963.1,961.3,0
9/9/2017,36,31.1,26,25,21.5,18,89,58.5,36,9,1.5,0,964.1,937.4,0,0
9/10/2017,37,31.6,26,24,20.8,17,83,54.1,30,15,2.4,0,964.1,962.3,960.3,0
9/11/2017,37,30.3,0,23,20.5,0,79,54.7,0,13,2.6,0,965.1,963.6,961.3,0
9/12/2017,34,27.9,25,25,23.6,21,100,78.4,49,22,2.6,0,966,964.1,962.2,0
9/13/2017,35,28,24,25,23.3,20,100,78.1,41,28,3.6,0,966,963.5,961.3,0
9/14/2017,34,29.2,25,25,23.4,21,100,72.4,52,7,1,0,965.1,962.9,960.3,0
9/15/2017,35,30.3,26,25,21.9,19,94,62.7,39,9,0.8,0,964.1,961.8,959.4,0
9/16/2017,34,29.7,26,24,20.1,16,84,57.5,38,9,1.4,0,963.2,961.6,959.4,0
9/17/2017,35,30.4,24,22,17.6,13,78,48.5,26,7,1,0,963.2,961.2,958.4,0
9/18/2017,37,31,24,20,14.4,10,73,38.8,19,6,1,0,963.2,960.7,958.4,0
9/19/2017,37,31.2,23,19,13.6,8,65,36.4,17,13,2.6,0,962.2,937,0,0
9/20/2017,37,31.4,25,22,15.1,8,65,39.8,17,11,1.1,0,961.3,959.3,956.5,0
9/21/2017,35,30.8,26,25,21.9,18,79,59.7,46,13,6.1,0,960.3,958.7,956.5,0
9/22/2017,34,29.2,26,23,21.6,19,79,64.4,41,9,1.5,0,960.3,959.6,957.5,0
9/23/2017,36,30,25,22,18.3,13,83,52.1,26,22,9,0,964.1,962.4,960.3,0
9/24/2017,36,30.6,26,21,18.9,16,74,51.6,30,19,11,0,966,963.6,962.2,0
9/25/2017,36,30.6,26,21,17.5,15,66,46.3,28,17,10,2,965.1,962.7,961.3,0
9/26/2017,36,30.9,26,20,17,13,65,44.7,25,15,5.2,0,965.1,963.3,962.2,0
9/27/2017,37,32.3,27,26,14.6,9,66,36.3,18,19,8.3,0,966,963.7,962.2,0
9/28/2017,37,32.1,27,14,10,5,45,27.1,14,13,6.2,0,965.1,962.4,960.3,0
9/29/2017,38,32.6,26,14,10.7,7,44,27.4,15,13,7,0,964.1,962.2,960.3,0
9/30/2017,38,33.1,25,14,9.8,6,50,25.4,14,13,6.9,0,966,964.4,963.2,0
10/1/2017,37,32.5,24,14,9.7,6,50,26.2,15,15,6.6,0,967,963.3,962.2,0
10/2/2017,37,32.2,27,13,9.5,5,39,25.6,14,13,7.3,0,965.1,963.3,961.3,0
10/3/2017,37,31.9,24,12,8.5,4,44,25,13,15,8.7,0,966,964.3,962.2,0
10/4/2017,37,29.9,23,15,10.6,5,53,32.7,14,13,3.1,0,967,965.3,963.2,0
10/5/2017,37,30.9,24,17,11.8,10,53,32.3,19,15,7,0,967,965.1,963.2,0
10/6/2017,37,31.1,23,13,10,8,47,28.2,17,17,7.1,0,968,942.1,0,0
10/7/2017,36,29.4,22,14,11,7,53,33.5,17,15,4.1,0,967,964.2,962.2,0
10/8/2017,37,29.2,0,14,10.3,0,57,31.4,0,15,3.8,0,965.1,963.3,961.3,0
10/9/2017,37,31,25,15,10.6,8,47,29.6,17,19,5.6,0,965.1,963.4,961.3,0
10/10/2017,37,30.7,24,15,10,5,44,29,14,13,5.2,0,965.1,962.8,960.3,0
10/11/2017,37,30.7,24,19,10.8,6,53,30.9,16,13,6,0,965.1,963.1,961.3,0
10/12/2017,37,30.6,23,13,8.6,3,50,27.5,12,11,4,0,965.1,962.9,961.3,0
10/13/2017,37,29.9,23,11,7.4,1,47,26.5,11,13,4.3,0,964.1,961.3,959.4,0
10/14/2017,38,30.4,22,11,3.8,-5,46,21.4,6,15,5.5,0,964.1,961.7,959.4,0
10/15/2017,38,30.5,23,10,4.9,-3,44,22.7,7,22,7.6,0,964.1,962.1,960.3,0
10/16/2017,38,29.8,21,10,2.8,-8,44,21.1,5,19,6.1,0,965.1,963,961.3,0
10/17/2017,37,28.9,20,9,3.9,-3,43,23.1,8,11,3.3,0,966,964.3,962.2,0
10/18/2017,36,28.6,0,11,4.7,-2,49,23.4,0,15,4.1,0,968,965.1,963.2,0
10/19/2017,36,28.7,21,13,11,6,53,35.3,16,11,3.5,0,967,964.7,962.2,0
10/20/2017,36,29.2,22,14,9.6,5,53,31.6,15,13,2.8,0,966,964.3,962.2,0
10/21/2017,36,28.3,21,15,5.8,-5,57,27.6,7,13,3.8,0,966,963.1,961.3,0
10/22/2017,36,28.2,0,10,1.8,-3,46,19.4,0,22,8.6,0,964.1,942.2,0,0
10/23/2017,34,28.4,20,9,1.1,-3,43,18.7,10,13,7.2,0,966,965.2,963.2,0
10/24/2017,34,28.2,22,8,0.6,-7,31,18.6,7,11,4,0,968.9,917.1,0,0
10/25/2017,34,28.3,20,10,3.7,-3,37,22.4,10,9,4,0,971.8,969.4,968,0
10/26/2017,34,28.3,22,9,3,-5,41,21.9,8,13,5,0,971.8,969.6,968,0
10/27/2017,33,26.5,20,10,6.4,0,46,29.9,12,13,3.3,0,970.8,968.5,967,0
10/28/2017,34,26.9,20,10,3.3,-2,49,23.8,10,11,4,0,969.9,968.8,967,0
10/29/2017,34,27.3,20,11,3.6,-3,53,24.9,10,13,5.3,0,971.8,970.4,968.9,0
10/30/2017,32,25.9,20,12,8.4,3,53,35.2,16,11,4.8,0,973.7,970.2,968,0
10/31/2017,32,26.4,18,10,7.6,3,56,32.1,16,11,4,0,970.8,969,967,0
11/1/2017,33,25.6,18,8,5.4,0,52,30.3,13,13,3.4,0,972.7,969.6,968,0
11/2/2017,33,26.6,18,8,5.4,2,49,28,14,17,3.6,0,971.8,944.4,0,0
11/3/2017,33,26.4,19,14,7.3,2,49,32.1,14,13,3.5,0,970.8,969,967,0
11/4/2017,30,25.6,20,15,12.3,10,61,45.2,29,11,7.6,0,972.7,970.7,968.9,0
